
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                                              Rua José Cardoso Pires, n.º 3 C, 2830-554 Barreiro |                                               Rua José Cardoso Pires, 2830-554, Barreiro, Setúbal |  2830-554 |  2 |  96.32 |  -9.058139231301945 |  38.65158004157783 | 941587fe-f170-3937-929b-b8c28b8048e5 |
|                                                                  Avª dos Combatentes da Grande Guerra n º 342 4620-141 CRISTELO |                                Avenida Combatentes da Grande Guerra 342, 4620-141, Lousada, Porto |  4620-141 |  1 |  96.31 |  -8.287866675848353 |  41.27934930536194 | f62830a0-0f78-3291-badc-9de34a2be3dd |
|                                                                          Rua Damião de Góis, Nº 28 C/V Esqº /Dtº 1495-043 ALGÉS |                                            Rua Damião de Góis 28, 1495-043, Algés, Oeiras, Lisboa |  1495-043 |  1 |  96.28 |  -9.227729993512725 |  38.69986998788076 | 8320f8fc-2140-310e-981d-ae4e3310d0ff |
|                                                               Av. João Paulo II, n.º 646; 4410-406 Arcozelo - Vila Nova de Gaia |                               Avenida João Paulo II, 4410-406, Arcozelo, Vila Nova de Gaia, Porto |  4410-406 |  8 |  96.28 |   -8.64146081219724 | 41.064016991386374 | 98305723-cf14-33ac-bead-c0cf895234d0 |
|                                                                     Rua Gil Vicente, Nº 1-1º Dtº 4785-321 S. MARTINHO (BOUGADO) |                                                      Rua de Gil Vicente 1, 4785-321, Trofa, Porto |  4785-321 |  1 |  96.27 |  -8.553590033461148 |  41.33770001183157 | 42e5bfb8-234d-34c7-a93b-81e82628c9e0 |
|                                                                                             Rua de Gaia nº 7 4590-336 FREAMUNDE |                                        Rua de Gaia, 4590-336, Freamunde, Paços de Ferreira, Porto |  4590-336 |  3 |  96.25 |   -8.34304746616053 | 41.289685326213146 | 74474d32-8813-399f-9be8-8d2b2c286826 |
|                                                                  Praceta Camilo Pessanha lote 44, loja B, 2635-475 Rio de Mouro |                                 Praceta Camilo Pessanha 44, 2635-625, Vale Mourão, Sintra, Lisboa |  2635-625 |  1 |  96.25 |  -9.318618995505952 |  38.76588267999491 | c3692b12-b241-301d-a3e2-f7cdf733cec6 |
|                                                                           Rua José Ribeiro da Costa, Nº 241-1º 2070-084 CARTAXO |                                        Rua José Ribeiro da Costa 241, 2070-099, Cartaxo, Santarém |  2070-099 |  3 |  96.25 |  -8.796647069835746 |  39.16793961418995 | 5e6179f1-2529-3304-9c1a-09c5a8d64b0e |
|                                                                           Avª António José de Almeida, 10 r/c 2530-059 LOURINHÃ |                                       Avenida António José Almeida 10, 2530-113, Lourinhã, Lisboa |  2530-113 |  1 |  96.23 |   -9.31336999373201 |  39.24375001771551 | 2d5d3aeb-2cf1-308b-8688-ba8f99710940 |
|                                                                             Avª Fernando Pessoa, Nº 8 R/C Dtº 6420-018 TRANCOSO |                                             Avenida Fernando Pessoa 8, 6420-061, Trancoso, Guarda |  6420-061 |  1 |  96.22 |   -7.35398998826463 |   40.7696000117667 | bd12e40d-5892-3aa7-8aa4-00bc339e86e6 |
|                                                           Rua Manuel Policarpo Martins, Nº15 R/C Dtº 2630-110 Arruda dos Vinhos |                              Rua Manuel Policarpo Martins 15, 2630-257, Arruda dos Vinhos, Lisboa |  2630-257 |  1 |  96.21 |  -9.078389959911988 | 38.988199997222154 | fa0a3365-3ffe-38ae-a0c7-35cc230be290 |
|                                                                                  Avª Dr. Victor Faveiro, lote 3 3240-153 ANSIÃO |                                          Avenida Doutor Vitor Faveiro 3, 3240-153, Ansião, Leiria |  3240-153 |  1 |  96.18 |  -8.437100019509472 |  39.91064000870597 | 0ff51a60-db7d-34b3-8dd4-9d139e0b24af |
|                                                                      Rua de São Cristóvão nº 16 r/c Esqº 2420-104 CARANGUEJEIRA |                                          Rua de São Cristovão 16, 2420-104, Casal da Cruz, Leiria |  2420-104 |  1 |  96.16 |  -8.704999978051063 |  39.74358000314962 | c3c3775b-72dd-3406-878a-2055c26fd77c |
|                                                                                                 Avª de Angola, 63 2530 LOURINHÃ |                                                  Avenida de Angola 63, 2530-114, Lourinhã, Lisboa |  2530-114 |  2 |  96.15 |  -9.294767762916221 | 39.230532447356886 | e7e11e90-1372-304f-8831-eec4c753595a |
|                                                                                       AV. Hans Isler, Nº 216 4620-268 CRISTELOS |                                                  Avenida Hans Isler 216, 4620-649, Lousada, Porto |  4620-649 |  1 |  96.15 |  -8.285810019954027 |  41.26983999799464 | 18426ca6-ccda-3dcb-aaa2-371e9a7db17b |
|                                                                                   Rua da Milharada nº 17 - Loja 2745-822 QUELUZ |                                            Rua da Milharada 17, 2745-822, Massamá, Sintra, Lisboa |  2745-822 |  1 |  96.15 |   -9.28045376931513 |  38.75523211338537 | 46493b91-ab7c-3498-869c-56ac57dde3cb |
|                                                                   Avª Dr. Joaquim Albuquerque lote 1 –r/c- C 2540-004 BOMBARRAL |                              Avenida Doutor Joaquim de Albuquerque 1, 2540-006, Bombarral, Leiria |  2540-006 |  1 |  96.14 |  -9.162560025771398 |  39.26422998274873 | b2926ae6-79d4-3408-9381-9a92a15830f1 |
|                                                                                         Rua Miguel Pais, Nº 65 2070-356 Montijo |                                                    Rua Miguel Pais 65, 2870-356, Montijo, Setúbal |  2870-356 |  1 |  96.13 |  -8.975869980163822 |  38.70327999754963 | 8bae66fb-8043-33be-a6f0-f985a0e2c425 |
|                                                                                            Rua de Beja, nº 1 7600-010 ALJUSTREL |                                                          Rua de Beja 1, 7600-073, Aljustrel, Beja |  7600-073 |  5 |  96.13 |  -8.159892609048883 |  37.88128196789871 | e19e6147-c652-33d5-b791-50d5361c551f |
|                                                                                         Av. das Barreiras, Nº 49 4750-732 TAMEL |                                    Avenida das Barreiras 49, 4750-791, Barreiras, Barcelos, Braga |  4750-791 |  1 |  96.11 |  -8.597408412309191 |  41.53808574492363 | 20e71a5a-4ba9-3948-a333-d7f00b00e10f |
|                                                                        Largo Engenheiro Guilherme Santos,nº 3 3100-863 GUIA PBL |            Largo Eng. Guilherme Gomes dos Santos 3, 3100-081, Albergaria dos Doze, Pombal, Leiria |  3100-081 |  6 |  96.11 |  -8.581139337542055 |  39.80039589563404 | 069943c8-6e7e-3740-8300-a225f6795ac3 |
|                                                                                      Avenida do Brasil, Nº 1-1º 1600-152 LISBOA |                                                             Avenida do Brasil 1, 1700-062, Lisboa |  1700-062 |  5 |  96.11 |  -9.151089978009026 |  38.75519000401496 | 87e51403-575d-33a7-b73f-cd546776bd66 |
|                                                                               Av. António Feijó, n.º 38, 4990-029 PONTE DE LIMA |                                  Avenida António Feijó, 4990-029, Ponte de Lima, Viana do Castelo |  4990-029 |  2 |  96.11 |  -8.583001706311444 | 41.766986394881236 | 497723d6-aa2f-3d96-88cc-73b7ccae298b |
|                                                                             Rua das Oliveiras, Nº 171 R/C Dtº 4455-515 PERAFITA |                                        Rua das Oliveiras 171, 4455-515, Padrão, Matosinhos, Porto |  4455-515 |  1 |  96.11 |  -8.686329959280016 |  41.22383001317448 | 76b5016f-655d-3ec5-9c27-140faa6e8d1b |
|                                                                 Rua Professor Antero Fonseca, Nº 104 - Portela 3700-894 ROMARIZ |         Rua Professor Antero Fonseca 104, 3700-894, Portela-Romariz, Santa Maria da Feira, Aveiro |  3700-894 |  1 |   96.1 |   -8.45088003596797 |   40.9496899791759 | 56984989-b540-3116-a1e3-a97d00d0ed6c |
|                                                                                             Rua do Bouço, Nº 1 5060-361 SABROSA |                                                          Rua do Bouço 1, 5060, Sabrosa, Vila Real |      5060 |  1 |   96.1 |  -7.578802639542536 | 41.264521330281895 | 641450d6-42a8-3e3d-bad5-58805449bf7c |
|                                                     Rua Ramalho Ortigão nº 177 r/c Dtº 4900-422 VIANA DO CASTELO (Stª Mª Maior) |                                               Rua Ramalho Ortigão 177, 4900-422, Viana do Castelo |  4900-422 |  2 |   96.1 |  -8.823420009027899 |   41.7035599852463 | b4698e21-2af8-37c5-97c1-916ca2a48c70 |
|                                                         Rua Adriano Correia de Oliveira, Nº 6 R/C Frente 2625-387 FORTE da CASA |              Rua Adriano Correia de Oliveira 6, 2625-387, Soda Póvoa, Vila Franca de Xira, Lisboa |  2625-387 |  1 |  96.08 |  -9.059182019463659 |  38.86638219039116 | 500e805a-0083-3c8b-a90f-89561f768992 |
|                                                                        Rua Maria Judite de Carvalho, n.º 15-B ; 2810-001 Almada |                                Rua Maria Judite de Carvalho 15B, 2810-409, Feijó, Almada, Setúbal |  2810-409 |  2 |  96.05 |   -9.16513997556882 | 38.650399995339285 | 21af171f-3a1e-35c1-a871-642468bdba8a |
|                                                                                 Estrada de Quelfes nº 69 B r/c 8700-218 QUELFES |                                                        Estrada Quelfes 69B, 8700-218, Olhão, Faro |  8700-218 |  2 |  96.04 |  -7.834839992148261 | 37.038990006334615 | 6fb5395e-8a7d-3d0e-a9cb-d55fda862ec8 |
|                                                                                 Rua Monsenhor Airosa n.º 24 R/c, 4705-102 BRAGA |                                                          Rua Monsenhor Airosa 24, 4705-102, Braga |  4705-102 |  1 |  96.04 |  -8.425599964533745 |  41.54333001540198 | 51747abb-caf2-3b65-aba9-7092f3445d59 |
|                                                                                       Largo do Mercado, Nº 32-B 3830-097 ÍLHAVO |                                              Largo do Mercado 32, 3830-754, Barra, Ílhavo, Aveiro |  3830-754 |  3 |  96.04 |  -8.747006409393672 |  40.64093127128553 | 588f141e-b048-3e2a-95cd-8262e35a760e |
|                                                                     Rua Sebastião do Couto, Nº 1-A vila Lusitano 7005-610 ÉVORA |                                                        Rua Sebastião do Couto 1A, 7005-610, Évora |  7005-610 |  1 |  96.04 |  -7.920280000157788 |  38.56439999237861 | 21df166e-9b40-38e5-827f-59b7046245e7 |
|                                                                                          Rua Elias Garcia, Nº 20 8000-650 Estói |                                                        Rua Elias Garcia 20, 8005-472, Estói, Faro |  8005-472 |  1 |  96.03 |  -7.896482836738557 |  37.09431919879851 | 51abbe54-e570-31a0-860a-e43628715315 |
|                                                                                   Avenida 25 de Abril, n.º 19 5430-420 Valpaços |                                                Avenida 25 de Abril, 5430-420, Valpaços, Vila Real |  5430-420 |  2 |     96 |  -7.314608841989703 |  41.60602019332451 | 74d02e36-9dfb-3d9b-854b-071c7d8dcf81 |
|                                                       Rua dos Deficientes das Forças Armadas, Nº 10 - Marzovelos 3510-596 VISEU |                                            Rua Deficientes das Forças Armadas 10, 3510-059, Viseu |  3510-059 |  1 |  95.94 |  -7.925149969721758 |  40.65407001909523 | afb1d9cb-fb26-3437-878b-2deb2620ca71 |
|                             Rua dos Pescadores, 19 na Freguesia de VILA DO CONDE, Concelho de VILA DO CONDE e Distrito de PORTO |                                             Rua dos Pescadores 19, 4480-804, Vila do Conde, Porto |  4480-804 |  2 |  95.94 |  -8.755514483244712 |  41.37343010393725 | 026c05e4-1874-323b-bd17-c428a6f4c38e |
|                                                                       Av. Alexandre Herculano, n.º 355 ; 4480-878 Vila do Conde |                                       Avenida Alexandre Herculano, 4480-878, Vila do Conde, Porto |  4480-878 |  1 |  95.93 |  -8.732453099477949 |  41.36040741606177 | 50d2751f-35af-3588-8b2f-3b79811a922e |
|                                                                                      Rua do Estádio, Nº 162 R/C 4590-571 FRAZÃO |                                            Rua do Estádio 162, 4590-571, Paços de Ferreira, Porto |  4590-571 |  2 |  95.91 |  -8.384699965074986 |  41.26962998941059 | 9916cdc8-9f99-379a-80ae-4d8cabecfd29 |
|                                                                              Av. Rainha Santa Isabel, n.º 234, 2445-206 Pataias |                              Avenida Rainha Santa Isabel 234, 2445-207, Pataias, Alcobaça, Leiria |  2445-207 |  2 |   95.9 |  -8.996730022596523 |  39.66977001152458 | a66f5115-de39-3938-b2a8-ea6d791fbf40 |
|                                                                                              Avª Nova, Nº 67 B 3040-300 COIMBRA |                                        Avenida Nova 67B, 3045-232, São Martinho do Bispo, Coimbra |  3045-232 |  8 |  95.89 |  -8.459880020683585 |   40.2076799889131 | 7596380e-26ed-34d8-b496-27d1db9bd9e9 |
|                                                           Rua Sociedade Filarmónica Perpétua Azeitonense, Nº 5 2925-598 AZEITÃO |              Rua da Soc. Fil. Perpétua Azeitonense 5, 2925-510, Vila Nogueira de Azeitão, Setúbal |  2925-510 |  1 |  95.89 |  -9.025883940727644 | 38.525931221812115 | c678678d-414a-3c20-a0b4-c12a47b08d37 |
|                                                                                    Estrada do Sineiro, n.º 57, 6200-209 COVILHÃ |                                             Estrada do Sineiro, 6200-209, Covilhã, Castelo Branco |  6200-209 |  3 |  95.88 |  -7.511186804663096 | 40.286296465990866 | 7c39b34c-f706-3636-831c-a5ae401ecce6 |
|                                                                        Rua Engº Frederico Ulrich, Nº 3659-2. 1 4470-650 MOREIRA |                           Rua Engenheiro Frederico Ulrich 3659, 4470-605, Guardeiras, Maia, Porto |  4470-605 |  2 |  95.87 |   -8.65323996574304 | 41.254640003319196 | 007d9252-7716-3569-adc1-df271b6856eb |
|                                                              Rua Alexandre Herculano, n.º 52-G, Loja 3, Bloco A, 2605-015 Belas |                                      Rua Alexandre Herculano 52G, 2605-015, Belas, Sintra, Lisboa |  2605-015 |  1 |  95.85 |  -9.260940015903174 |  38.77347998729604 | db302e36-aec1-3a0f-a2e4-523be4a1a5e2 |
|                                                                      Rua Padre António Vieira, Nº 64 R/C 4710-412 S. VICTOR BRG |                                      Rua Padre António Vieira 64, 4710-412, Areal de Baixo, Braga |  4710-412 |  1 |  95.85 |  -8.408140041124142 | 41.560890018735506 | 4a5a2c70-12ce-3db8-b713-ffb48afa0755 |
|                                                                                                Rua 16, nº 1139 4500-807 ESPINHO |                                                            Rua 16 1139, 4500-807, Espinho, Aveiro |  4500-807 |  2 |  95.83 |  -8.641389966309731 | 41.003330010456665 | f5fc4eaa-33c6-36a0-a7d7-66e18fabef0b |
|                                                                        Av. Joaquim Neves dos Santos, n.º 697 ; 4460-125 Guifões |                            Avenida Joaquim Neves dos Santos, 4460-125, Guifões, Matosinhos, Porto |  4460-125 |  3 |  95.83 |  -8.667271626618993 |  41.19432106837668 | fc305155-01d6-38ec-af89-03ce41307985 |
|                                                                                   Rua Central da Gandra nº 1479 4585-116 GANDRA |                           Rua Central de Gandra 1479, 4585-248, Vilarinho de Cima, Paredes, Porto |  4585-248 |  2 |  95.83 |  -8.449562903517997 |  41.18497594011866 | 6b055c93-4b3f-36be-a426-1b59a49dfd23 |
|                                                                     Rua Narciso Ferreira, 21-25 4760-105 VILA NOVA DE FAMALICÃO |                              Avenida Narciso Ferreira 21, 4760-105, Vila Nova de Famalicão, Braga |  4760-105 |  2 |  95.81 |  -8.518912004333005 |   41.4088708512541 | 6378a810-b3f6-35da-ad76-0cfecc3bfbb7 |
|                                                                             Rua Padre Manuel Guimarães n.º 163 C 4700-284 Braga |                                             Rua Padre Manuel Guimarães 163, 4700-284, Real, Braga |  4700-284 |  2 |  95.81 |  -8.439883561589527 |  41.55683314615559 | 0bab389e-5570-39d6-8bc9-3500c7b681e2 |
|                                                                             Largo João XXIII, Lote 10, Loja 12 ; 8100-664 Loulé |                                                         Largo João XIII 10, 8100-664, Loulé, Faro |  8100-664 |  1 |  95.81 |  -8.015908230570897 | 37.136629029663105 | 19ca57c2-aa63-3ce1-972d-301d8d8816e3 |
|                                                                     Estrada Nacional nº 16, nº 139, 6370-147 FORNOS DE ALGODRES |                                         Estrada Nacional 16, 6370-148, Fornos de Algodres, Guarda |  6370-148 |  1 |  95.79 |  -7.541863346748359 |  40.61806013932618 | 267323ac-751a-361a-a9ac-6930cfb96673 |
|                                                                                  Rua Painel das Almas, nº 3-Minde 2380 ALCANENA |                                      Rua do Painel das Almas, 2395-173, Minde, Alcanena, Santarém |  2395-173 |  1 |  95.78 |    -8.6934294864631 | 39.513386568153614 | c96e9043-0c0b-3693-9848-39bab252f26f |
|                                                                 Rua Dr. João Afonso Almeida , Nº 291- Fracção O 4800-045 AZURÉM |                                    Rua Doutor João Afonso Almeida 291, 4800-045, Guimarães, Braga |  4800-045 |  1 |  95.78 |  -8.300729975244366 |  41.44939000320127 | f3843460-63b6-3514-8998-b42702844f18 |
|                                                                                    Rua de Santo Adrião, n.º 110, 4715-048 Braga |                                                          Rua de Santo Adrião 110, 4715-048, Braga |  4715-048 |  2 |  95.76 |  -8.413679976208925 | 41.541799982796334 | e0f20bd8-c481-3f85-a506-77541d94c80a |
|                                                                             Charneca - Rua São Nicolau, 224 4630-293 S. NICOLAU |                                       Rua de São Nicolau 224, 4630-261, Marco de Canaveses, Porto |  4630-261 |  1 |  95.75 |  -8.151929987665227 | 41.186519982845766 | e86057b8-75f4-3cdf-8111-7ccfb8411893 |
|                                                                                        Avª João XXI, 9 - 1º Dtº 1000-298 LISBOA |                                                              Avenida João XXI 9, 1000-298, Lisboa |  1000-298 |  2 |  95.74 |  -9.135680016659052 |  38.74214000941353 | b5bbfd47-873a-30df-bde2-4f473d1b009c |
|                                                                                  Rua da Agra nº 1288 1º Esqº 4475-304 MILHEIRÓS |                                                  Rua da Agra 1288, 4475-304, Vessada, Maia, Porto |  4475-304 |  1 |  95.71 |  -8.594260033496766 |  41.21334001944089 | dbe24ae2-677c-38de-ab16-2100b9a2ca9d |
|                                                                                 Avª da República, 46 – Cave esq 1050-195 LISBOA |                                                         Avenida da República 46, 1050-195, Lisboa |  1050-195 |  1 |  95.71 |  -9.145860005703696 |  38.73948001244082 | c66da933-0dd0-341c-acec-64b071c08058 |
|                                                                                  Av. 5 de Outubro, 4 5400-017 SANTA MARIA MAIOR |                                               Avenida 5 de Outubro 4, 5400-017, Chaves, Vila Real |  5400-017 |  4 |  95.71 |  -7.467480035250759 |  41.74097998614468 | b5e6e1bd-408e-3e72-ad76-fe3f00d95fc6 |
|                                                                       Rua Costa Veiga, Nº 56-58 Apartado 179 2460 –028 ALCOBAÇA |                                                    Rua Costa Veiga 56, 2460-028, Alcobaça, Leiria |  2460-028 |  1 |   95.7 |  -8.974600038013705 | 39.545690016609484 | 6d42f60d-44bc-3d21-8ae5-04a9932a7a8a |
|                                                                  Rua Padre da Silva Gonçalves nº 206 4805-161 CALDAS das TAIPAS |                               Rua Padre Silva Gonçalves 206, 4805-161, Caldelas, Guimarães, Braga |  4805-161 |  1 |  95.68 |   -8.34496524817909 |  41.48722237852535 | 4599b482-85c9-3d47-96da-bfb3b6047697 |
|                                                                                     Rua Costa Veiga, n.º 56 ; 2460-028 Alcobaça |                                                       Rua Costa Veiga, 2460-028, Alcobaça, Leiria |  2460-028 |  3 |  95.63 |  -8.974344907597256 |  39.54553499498132 | ebe2b77a-2c89-3306-9e6c-84a1eec2489b |
|                                                                           Rua de Santo Amaro n º 7 r/c 3090-401 FIGUEIRA DA FOZ |                          Rua de Santo Amaro, 3090-401, Alhadas de Baixo, Figueira da Foz, Coimbra |  3090-401 |  6 |  95.63 |   -8.79450398433556 | 40.197294173614274 | 43b28bf0-7188-38c9-be94-91665d85ee57 |
|                                                                          Rua Casal de Rei I, n.º 16, 4590-545 Paços de Ferreira |                                           Rua de Casal de Rei, 4590-545, Paços de Ferreira, Porto |  4590-545 |  2 |  95.63 |  -8.380168275311137 |  41.28090213906134 | 2cec90e9-fba9-33a5-ab12-13353431b2f1 |
|                                                                Rua Comendador Silva, n.º 45, R/c, 5450-011 Vila Pouca de Aguiar |                                   Rua Comendador Silva, 5450-011, Vila Pouca de Aguiar, Vila Real |  5450-011 |  3 |  95.63 |  -7.647142097568632 |  41.49282154052994 | c9d78977-4f4a-3abe-9ffa-812577c06a76 |
|                                                                                Rua Afonso Albuquerque, n.º 10, 2765-515 Estoril |                                  Rua Afonso de Albuquerque 10, 2765-184, Estoril, Cascais, Lisboa |  2765-184 |  1 |   95.6 |  -9.398108099049441 |  38.71051715074396 | 0f5caa24-93e8-37b4-a3f7-8234a91dd443 |
|                                                     Rua Jaime Cortesão nº 53 r/c Dtº - Cova dos Vidros 2975-323 QUINTA DO CONDE |                               Rua Jaime Cortesão 53, 2975-323, Quinta do Conde, Sesimbra, Setúbal |  2975-323 |  1 |  95.59 |  -9.039790038503611 | 38.565410011711265 | 38546458-0ba6-3113-be70-9f3ca35c476f |
|                                                            Rua António Silva Nº 4, Loja A -Urb. S. Carlos 2725 -171 MEM MARTINS |                                        Rua António Silva 4, 2725-170, Mem Martins, Sintra, Lisboa |  2725-170 |  1 |  95.58 |  -9.347769994916291 | 38.785589993365846 | 92297790-d182-35d2-b9ce-89b2d302a4e5 |
|                                                                Avª Jean Tyssen-Oliveira do Arda-Raiva 4550-100 CASTELO DE PAIVA |                             Avenida Jean Tyssen, 4550, Oliveira do Arda, Castelo de Paiva, Aveiro |      4550 | 10 |  95.57 |  -8.359057807946993 |  41.03843971083298 | abc1fe12-88a5-321e-b94e-eda6f2d6d67b |
|                                                            Rua 17 de Setembro, n.º 4, Loja - Casal de S. Brás; 2700-232 Amadora |                                Rua 17 de Setembro 4, 2700-232, Casal de São Brás, Amadora, Lisboa |  2700-232 |  1 |  95.56 |  -9.228529962351786 |   38.7710799969598 | 9c6ddef0-139d-332c-9026-be7cba1be711 |
|                                                                                    Rua dos Celeiros, nº 11 7780-160 CASTO VERDE |                             Rua dos Celeiros 11, 7780-030, Estação de Ourique, Castro Verde, Beja |  7780-030 |  2 |  95.54 |  -8.226730007783857 |  37.74592998798282 | fc920c81-cc8c-348d-93b8-be9adb3c5ceb |
|                                                                             Rua D. Manuel I r/c Esq 3550-147 PENALVA DO CASTELO |                                             Rua Dom Manuel I, 3550-147, Penalva do Castelo, Viseu |  3550-147 |  2 |  95.51 |  -7.696765414409277 | 40.674975004298794 | c0e9533e-b7b6-3472-a4be-194bb20cd352 |
|                                                        Praça da Comunidade Europeia, Nº 16 Cave, Lote 78 2330-134 ENTRONCAMENTO |                             Praça das Comunidades Europeias 16, 2330-074, Entroncamento, Santarém |  2330-074 |  1 |  95.49 |   -8.47903135530447 |   39.4689221460848 | 749f27ba-a394-3ec1-8c43-24fc347744e0 |
|                                                                                          Rua Zeca Afonso, n.º 4; 7520-246 Sines |                                                       Rua Zeca Afonso 4, 7520-246, Sines, Setúbal |  7520-246 |  1 |  95.48 |  -8.863309989154004 | 37.957849981243655 | 4db5989c-43be-3f0b-90d5-f298dd8ddaae |
|                                                                                          Rua do Ramalhal, nº20 6160-418 OLEIROS |                                                Rua do Ramalhal, 6160-418, Oleiros, Castelo Branco |  6160-418 |  2 |  95.48 |  -7.916645681556053 |  39.91855591930828 | 89df91ba-b8af-3589-8dd5-738de3ab1232 |
|                                                                      Rua Arqueólogo Mário Cardoso, n.º 565 ; 4835-076 Guimarães |                                      Rua Arqueólogo Mário Cardoso 565, 4800-287, Guimarães, Braga |  4800-287 |  1 |  95.47 |  -8.306300001361535 |  41.44699998732983 | 9211fefb-dfc7-3dbb-86fb-f8a423fab0d1 |
|                                                              Rua do Barreiro, Nº 19 R/C, Fracção N/Bloco 1 4780-406 SANTO TIRSO |                                                  Rua do Barreiro 19, 4780-406, Santo Tirso, Porto |  4780-406 |  3 |  95.44 |  -8.489390019555287 |  41.34464001811327 | 6a1ebfa7-4c27-3cb0-93ed-35b289d05f4d |
|                                                                 Loteamento da Bemposta, Lote 14 C/V Esq.; 7630-614 São Teotónio |                                         Rua da Bemposta 14, 7630-614, São Teotónio, Odemira, Beja |  7630-614 |  1 |  95.43 |  -8.709052254885812 |  37.51206729193889 | eb1184a7-821e-3e54-aab7-a53756af9beb |
|                                                                        Rua Maria Barradas, Nº 6 Loja Dtª 2625 PÓVOA DE STª IRIA |                             Rua Maria Barradas 6, 2625-696, Vialonga, Vila Franca de Xira, Lisboa |  2625-696 |  1 |   95.4 |  -9.080340009685756 | 38.873989986662735 | 31d2d785-e3b1-3a43-abe6-48598fe5b6f8 |
|                                                                                   Largo do Gato Preto, n.º2, 2040-212 RIO MAIOR |                                                    Largo do Gato Preto, 2040, Rio Maior, Santarém |      2040 |  2 |  95.38 |  -8.930525699824017 |  39.33536424760243 | 8e6e3fa7-1779-3467-8582-8e4d48d4614c |
|                                                                          Rua Dr. Edgardo Sá Malheiro, Nº 122 4705-267 FERREIROS |                                               Rua Doutor Edgardo Sá Malheiro 122, 4705-267, Braga |  4705-267 |  6 |  95.37 |  -8.453236378661613 |   41.5339742156658 | d123f6fe-c9f3-3ad9-bc25-7af61beb91c6 |
|                                                                            Rua Alfredo Gândara, n.º 22, 2430-053 MARINHA GRANDE |                                          Rua Alfredo Gândara 22, 2430-282, Marinha Grande, Leiria |  2430-282 |  1 |  95.34 |  -8.932730000900449 |  39.75549999147444 | 131d0cdd-8526-3a94-8c30-a7ab1a018101 |
|                                                                                           Rua Sarmento Vieira, n.º 11; 7080-075 |                                             Rua Sarmento Vieira 11, 7080-075, Vendas Novas, Évora |  7080-075 |  1 |  95.34 |  -8.463262784012258 | 38.674540312548714 | b4219ae3-60f2-3389-93ee-47efe5ba3973 |
|                                                                             Rua Padre Américo nº 12 loja 2625-391 FORTE DA CASA |                           Rua Padre Américo 12, 2625-456, Soda Póvoa, Vila Franca de Xira, Lisboa |  2625-456 |  2 |  95.34 |  -9.060027348636343 |  38.87153884579824 | 65f0df38-1deb-3381-a40a-8156098c2431 |
|                                                                                    Rua Ramiro de Matos Bilhau, n.º 8-10 Peniche |                                              Rua Ramiro Matos Bilhau 8, 2520-486, Peniche, Leiria |  2520-486 |  1 |  95.33 |  -9.379200036348408 |  39.36095999524042 | 522db535-7570-3cf1-9dd1-161527a8d5b5 |
|                                                           Rua Dr. Joaquim Manuel da Costa, n.º 830, 4420 - 437 Valbom, GONDOMAR |                   Rua Doutor Joaquim Manuel da Costa, 4420-437, Pinheiro de Além, Gondomar, Porto |  4420-437 | 47 |  95.32 |  -8.555544787874382 | 41.141673663598965 | b0e61e68-059d-3f78-b521-bdacb768ed5a |
|                                                                             Avª das Descobertas lote 5 letra A 2910-710 SETÚBAL |                                                      Avenida das Descobertas 5, 2910-711, Setúbal |  2910-711 |  1 |  95.29 |  -8.866380028830093 |  38.53359000223389 | 0aabfa3d-324b-3463-9503-bf39478e9d76 |
|                                                                        Rua António Fortunato de Sousa, n.º 71, 2870-059 MONTIJO |                                        Rua António Fortunato de Sousa, 2870-054, Montijo, Setúbal |  2870-054 |  2 |  95.29 |  -8.978027344430592 | 38.705149808125164 | 46bfc6db-b957-32c6-a8b3-b49fafac7b19 |
|                                                                              Rua do Meiral, n.º 231; 4400-501 Vila Nova de Gaia |                                       Rua do Meiral, 4400-501, Canidelo, Vila Nova de Gaia, Porto |  4400-501 |  7 |  95.27 |  -8.643598176512306 |  41.12548008541728 | 56f1d4e9-b0d2-32e9-ba8f-fed1c0e41454 |
|                                                                                 Rua Bartolomeu Dias, n.º 22-A 5430-426 VALPAÇOS |                                             Rua de Bartolomeu Dias, 5430-426, Valpaços, Vila Real |  5430-426 |  1 |  95.27 | -7.3096366077476125 | 41.602951699100586 | 86166ec4-67dc-3dc3-b991-6997e76d9399 |
|                                                                      Lugar da Costa - Rua Nuno Álvares, Nº 115 4585-588 RECAREI |                                           Rua Nuno Álvares 115, 4585-899, Recarei, Paredes, Porto |  4585-899 |  1 |  95.26 |   -8.41248002295032 |  41.15462001001211 | b169d2c4-6408-3f9e-bd1c-586e18f36446 |
|                                                                       Rua Nadir Afonso, Nº 8, Santa Maria Maior,5400-416 CHAVES |                                                Rua do Nadir Afonso 8, 5400-416, Chaves, Vila Real |  5400-416 |  1 |  95.26 |  -7.472979988657386 |  41.74829001154205 | d0bcdf18-bd57-3d87-9a32-bc480816d863 |
|                                                                             Rua Teófilo Braga, 85 8900 VILA REAL DE STº ANTÓNIO |                           Rua Doutor Teófilo Braga 85, 8900-303, Vila Real de Santo António, Faro |  8900-303 |  1 |  95.24 |  -7.419097368803119 |  37.19405562927124 | 076f5935-fa1e-3139-91ca-dbc4ad80dfbd |
