
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                                Rua de Santo António de Lisboa, n.º 20, Loja C, 2650-115 Amadora |                                Rua Santo António de Lisboa 20, 2650-115, Brandoa, Amadora, Lisboa |  2650-115 |  4 |   97.4 |  -9.215770023509748 |  38.76687001845187 | 3af627ff-b62c-37ec-8eb8-0f8bada14468 |
|                                                                                    Avª Montes Hermínios 6 A 6200-759 TORTOSENDO |                         Avenida Montes Hermínios 6, 6200-759, Tortosendo, Covilhã, Castelo Branco |  6200-759 |  2 |  97.39 |  -7.525529995339696 |  40.24081998050252 | ca40cd91-78fa-37b8-b3ba-62490a6a4641 |
|                                                                 Rua Alfredo Vitorino Costa, Nº 42 – B 2695-735 S. JOÃO da TALHA |                 Rua Alfredo Vitorino da Costa 42B, 2695-735, Bairro Mariana Gaita, Loures, Lisboa |  2695-735 |  2 |  97.39 |  -9.101649992680933 |  38.82586000898195 | 14d60a98-8a6a-3e63-8f0e-e50c2f4d5758 |
|                                                                                  Avª António Sardinha, lote 11 C 7350-091 ELVAS |                                          Avenida António Sardinha 11, 7350-091, Elvas, Portalegre |  7350-091 |  1 |  97.39 | -7.1712599728122655 |  38.87487000267714 | 0cdd4f2c-e274-38fb-8a15-b557acc60a34 |
|                                                                             Av. Carneiro de Gusmão,103-R/C Esqº 6400-337 PINHEL |                                             Avenida Carneiro Gusmão 103, 6400-337, Pinhel, Guarda |  6400-337 |  1 |  97.39 |  -7.073256985362141 |  40.77277884652631 | 93b3d2d5-b0e2-3d81-a365-f1a91c3ebda9 |
|                                                                                   Rua da Estrada Nova, Nº 1280 3885-401 ESMORIZ |                                         Rua da Estrada Nova 1280, 3885-456, Esmoriz, Ovar, Aveiro |  3885-456 |  4 |  97.39 |  -8.619960038280084 | 40.965290000180374 | aa4390c4-06f1-366d-964c-e1c481ced530 |
|                                                                       Rua Ferreira de Castro nº 47 loja 5 2635-361 RIO DE MOURO |                                       Rua Ferreira de Castro 47, 2635-361, Mercês, Sintra, Lisboa |  2635-361 |  2 |  97.39 |  -9.330200017117988 |  38.78867000750671 | 9bd67077-f5b8-3f9e-bba1-b19589345063 |
|                                                                         Rua Padre Joaquim das Neves, Nº 1084 4435-374 RIO TINTO |                            Rua Padre Joaquim das Neves 1084, 4435-374, Campainha, Gondomar, Porto |  4435-374 |  3 |  97.38 |  -8.552729966376319 |  41.18728001191619 | 13e656d7-c160-3459-a36b-b6a83a07bec4 |
|                                                                               Rua da Codixeira, Nº 66, 4495-025 PÓVOA DE VARZIM |                                 Rua da Codixeira 66, 4495-025, Aguçadoura, Póvoa de Varzim, Porto |  4495-025 |  6 |  97.38 |  -8.776770691925096 |  41.43016426704915 | 684e0910-c636-3664-bfff-2987cdc8c19d |
|                                                                               Rua São João de Brito, Nº 8 - A 2830-358 BARREIRO |                                             Rua São João de Brito 8A, 2830-359, Barreiro, Setúbal |  2830-359 |  2 |  97.37 |  -9.080110010262644 |  38.66216001504202 | 51b36c9b-7b4a-34e5-bb7b-916b00164525 |
|                                                                                  Rua Frei Luís de Sousa nº 24 3700-511 ARRIFANA |                       Rua Frei Luís de Sousa 24, 3700-511, Arrifana, Santa Maria da Feira, Aveiro |  3700-511 |  1 |  97.36 |   -8.50215914929098 |  40.92061814916762 | c70de70d-f125-30da-bcf8-465c99a52a3e |
|                                                            Avª da Raposeira, Edificio Jardim ,Loja 4 5400-482 SANTA MARIA MAIOR |                                Edifício Jardim, Avenida da Raposeira, 5400-482, Chaves, Vila Real |  5400-482 |  1 |  97.36 |  -7.477049989382294 |  41.74246999516268 | e84a952a-68a0-3fdf-b744-4afb0ee24ab2 |
|                                                                        Rua Torcato José Clavine, nº 5 - Piso 1 2800 -710 ALMADA |                                     Rua Torcato José Clavine 5, 2800-710, Pragal, Almada, Setúbal |  2800-710 |  1 |  97.35 |  -9.166119987688091 |  38.67582000264704 | 0c080967-05ae-3727-b9fd-f749f6353689 |
|                                                                          Rua D. João de Castro, Nº 587 4435-674 BAGUIM DO MONTE |                              Rua Dom João de Castro 587, 4435-674, Alto da Serra, Gondomar, Porto |  4435-674 |  4 |  97.35 |  -8.524191402425343 |   41.1902641493166 | 1858f30e-6c33-3890-8807-8ce7e5d8d1fc |
|                                                                Rua Damião de Góis, Lote 12 c/v Esqº - Alapraia 2765-087 ESTORIL |                                        Rua Damião de Góis 12, 2765-087, Alapraia, Cascais, Lisboa |  2765-087 |  1 |  97.35 |  -9.379809987442485 | 38.704859986298175 | 0ac03492-c314-3e1a-ae3b-9ec2422c2dc0 |
|                                                                     Rua da Escola Preparatória nº 51 R/c Esqº 2350 TORRES NOVAS |                                   Rua da Escola Preparatória 51, 2350-777, Torres Novas, Santarém |  2350-777 | 21 |  97.35 |  -8.542500021188744 |  39.48557001980282 | 9085a1b9-326e-3bbc-a302-c6cc5b13b69f |
|                                                                     Rua General Queirós,Nº 83-1º Esqº 2500-211 CALDAS DA RAINHA |                                        Rua General Queirós 83, 2500-211, Caldas da Rainha, Leiria |  2500-211 |  1 |  97.35 |  -9.134528091705647 | 39.403673628998774 | 1fd934b0-1b4d-3dee-97a1-22cdf7d913aa |
|                                                                                        Largo do Rossio nº 52 3530-000 MANGUALDE |                                                    Largo do Rossio 52, 3530-133, Mangualde, Viseu |  3530-133 | 11 |  97.34 | -7.7576500399772215 | 40.604959987385655 | bf2eddf4-b5d4-349a-a59a-05848eee10bd |
|                                                                                      Avª D. Manuel II, nº 1148 4470-200 VERMOIM |                                        Avenida Dom Manuel II 1148, 4470-129, Vermoim, Maia, Porto |  4470-129 |  3 |  97.32 |  -8.611939981864737 |  41.23675000445766 | d9f6aad1-9e5f-3032-8767-c4fc9f5ad350 |
|                                                                               Avª Dr. Moreira de Sousa nº 2251 4415-385 PEDROSO |              Avenida Doutor Moreira de Sousa 2251, 4415-385, Venda Nova, Vila Nova de Gaia, Porto |  4415-385 |  1 |  97.32 |  -8.566958621023348 |  41.05726182836904 | a43f67e8-8ec0-31f9-bca7-d3541d4656b8 |
|                                                                                       Rua 1º de Dezembro, Nº 30 8500 -001 ALVOR |                                             Rua 1 de Dezembro 30, 8500-027, Alvor, Portimão, Faro |  8500-027 |  1 |   97.3 |  -8.592890686529277 |  37.13108463064124 | b13cae0a-036b-3fbc-aa96-ff529dc11e24 |
|                                                                                Rua das Searas, Nº 14, loja E 4585-517 REBORDOSA |                                       Rua das Searas 14, 4585-517, Presa da Bouça, Paredes, Porto |  4585-517 |  1 |  97.29 |  -8.415340012132816 |  41.21677999441363 | 4c958885-1542-317a-a99a-7751f1b4577d |
|                                                                                    Rua do Forno, Nº 36, Loja 2, 2710-043 SINTRA |                                             Rua do Forno 36, 2710-043, Abrunheira, Sintra, Lisboa |  2710-043 |  2 |  97.28 |   -9.35743240058234 |  38.77147480622775 | 925b717e-2861-3a1a-9870-07272cb59507 |
|                                                                                         Rua de S. Romão nº 200 4470-365 VERMOIM |                                              Rua de São Romão 200, 4470-150, Vermoim, Maia, Porto |  4470-150 |  3 |  97.28 |  -8.614520015481162 |  41.22738000062637 | 025dcdbf-4249-3ba4-a53d-d855fa0d1367 |
|                                                                    Rua Dr. Figueiredo Sobrinho, Nº 11 R/c Esq.º 4540-133 AROUCA |                                          Rua Dr. Figueiredo Sobrinho 11, 4540-133, Arouca, Aveiro |  4540-133 |  1 |  97.28 |  -8.246469976495234 | 40.930909989835186 | c4b5bef4-259e-3efd-aebd-edc9db3cf333 |
|                                                                                               Avª 25 de Abril, 2 5070-011 ALIJÓ |                                                 Avenida 25 de Abril 2, 5070-011, Alijó, Vila Real |  5070-011 |  9 |  97.28 |   -7.47803997596634 | 41.270629992368924 | e5c8b5ca-406a-324b-a5ce-45248770f35c |
|                                                                                    Rua Quinta de Calvelhe nº 212 4455-196 LAVRA |                              Rua Quinta de Calvelhe 212, 4455-196, Condominhas, Matosinhos, Porto |  4455-196 |  1 |  97.28 |  -8.722489992493053 | 41.262099980964365 | 73ad5315-17dc-33cd-b31f-a06eeef0dd6a |
|                                                             Rua Comendador Martins Pereira, n.º 65, 3850-089 ALBERGARIA-A-VELHA |                           Rua Comendador Martins Pereira 65, 3850-089, Albergaria-a-Velha, Aveiro |  3850-089 |  3 |  97.26 |  -8.473029969480365 | 40.688490011118574 | 80350540-3f0e-3ea8-958f-56d559fe541d |
|                                                                            Rua D. Vasco Magalhães, Lote 2 R/C 4660-055 CÁRQUERE |                                       Rua Dom Vasco Magalhães 2, 4660-204, Massas, Resende, Viseu |  4660-204 |  1 |  97.26 |  -7.958977433520868 |   41.1000773047935 | 4e40a3c4-a3f0-3290-8483-52342222a6f5 |
|                                                                              Rua Andrade Corvo, 59/60 4700-204 BRAGA(Maximinos) |                                                             Rua Andrade Corvo 59, 4700-204, Braga |  4700-204 |  1 |  97.25 |  -8.431699978388707 |  41.54993998424612 | 6a3f386d-a2ed-3b5c-8355-2cb18916a007 |
|                                                                                Rua Coronel Cândido Teles, n.º 7 3830-126 Ílhavo |                                               Rua Coronel Cândido Teles, 3830-126, Ílhavo, Aveiro |  3830-126 |  2 |  97.24 |  -8.663181467341214 |  40.60408741897691 | e69a7728-d0f3-3b7c-adb1-226ddb686bfc |
|                                                                                          Avª do Marco, Nº 127 4595-225 MEIXOMIL |                                Avenida do Marco 127, 4595-225, Meixomil, Paços de Ferreira, Porto |  4595-225 |  4 |  97.24 |   -8.38690423718972 |  41.28282965270231 | d5fcc173-7e05-3b22-a1e0-2ae3bec4291d |
|                                                          Rua General Amilcar Mota, Nº 181 4970-459 ARCOS DE VALDEVEZ (SALVADOR) |                       Rua General Amílcar Mota 181, 4970-459, Arcos de Valdevez, Viana do Castelo |  4970-459 |  2 |  97.23 |  -8.421800028729166 |  41.84793001126866 | 4cd7f3c9-4d40-30c9-afe2-879472687f9c |
|                                                          Rua Padre José Carlos Alves Vieira, Nº 232-1º 4850-537 VIEIRA DO MINHO |                          Rua Padre José Carlos Alves Vieira 232, 4850-538, Vieira do Minho, Braga |  4850-538 |  2 |  97.23 |  -8.145659988813861 |  41.63578001858471 | 88a55330-30ec-32d7-8d84-b601c03eb5cb |
|                                                                     Praceta Henrique Pousão Lote 21/22 Loja 5-B 2745-123 QUELUZ |                                Praceta Henrique Pousão 21, 2745-123, Monte Abraão, Sintra, Lisboa |  2745-123 |  1 |  97.23 |    -9.2692695828102 |  38.75714863150954 | ba92e46c-1546-308f-9855-603e91343348 |
|                                                                              Rua Fonte Velha, Nº 1252 R/C 4460-732 CUSTÓIAS MTS |                                       Rua Fonte Velha 1252, 4460-732, Custóias, Matosinhos, Porto |  4460-732 |  1 |  97.22 |  -8.641100036278885 | 41.202089996636886 | eb943b75-fb4e-39f2-b2dd-539a4a103e0d |
|                                                                          Rua Humberto Cardoso, Lote 15 B2 2950 -210 PINHAL NOVO |                                               Rua Humberto Cardoso 15, 2950-210, Palmela, Setúbal |  2950-210 |  1 |  97.21 |  -8.900669975625675 |  38.57442001280114 | 0d98042d-de94-3781-a516-fea5302e07f5 |
|                                                                               Avª Fernão de Magalhães, 160 –1º 3000-171 COIMBRA |                                                Avenida Fernão de Magalhães 160, 3000-171, Coimbra |  3000-171 |  2 |   97.2 |  -8.432199958913117 |  40.21118002022206 | 1aee2c19-8686-3b80-90c2-c3cab78b5476 |
|                                                                        Rua Alfredo da Maia Pereira nº 6 r/c Esqº 2300-449 TOMAR |                                          Rua Alfredo da Maia Pereira 6, 2300-449, Tomar, Santarém |  2300-449 |  1 |   97.2 |  -8.401710031741175 |  39.59929999876735 | 1fa8652b-71ed-307d-8605-c7d6e888ddb3 |
|                                                                         Rua Pedro de Santarém, Nº 130-1º Esqº 2000-223 SANTARÉM |                                                     Rua Pedro de Santarém 130, 2000-223, Santarém |  2000-223 |  1 |   97.2 |  -8.686809990874877 | 39.230340020372694 | 5af064a6-9b65-3bdc-9367-ea93f60db69c |
|                                                                                         Rua de S. Pedro, Nº 8 7470 - 181 SOUSEL |                                                  Rua de São Pedro 8, 7470-240, Sousel, Portalegre |  7470-240 |  1 |   97.2 |  -7.674989973974874 | 38.954420005415756 | 294e0f4b-5044-3a03-91c5-154ee13af7bd |
|                                                                                             Rua da Lagoa, Nº 14 4740-049 APÚLIA |                                               Rua da Lagoa 14, 4740-083, Apúlia, Esposende, Braga |  4740-083 |  1 |   97.2 |  -8.770534970640913 |  41.48575671918389 | 73111271-82ef-357e-96bc-644185b2b913 |
|                                                                                          Rua de S. Tiago, Nº 784 4805-437 RONFE |                                           Rua de São Tiago 784, 4805-437, Ronfe, Guimarães, Braga |  4805-437 |  7 |  97.19 |  -8.380336758852074 | 41.441919191551015 | 7f083766-e5c0-3e18-b1e8-3052c3d72ba2 |
|                                                                               Estrada do Santuário, Nº 38 R/C Esq 6215-460 PAUL |                                  Estrada do Santuário 38, 6215-460, Paul, Covilhã, Castelo Branco |  6215-460 |  1 |  97.18 |  -7.632809974082193 |  40.19789998428797 | 21af80cf-600a-3215-ae52-4424d3d6589a |
|                                                                    Rua Ernesto veiga de Oliveira, n.º 6 Loja B, 2780-052 Oeiras |                                         Rua Ernesto Veiga de Oliveira 6, 2780-052, Oeiras, Lisboa |  2780-052 |  1 |  97.18 |  -9.322460000087716 |  38.68609998779655 | 5091f35e-7136-3574-b2e6-4e70d936bb34 |
|                                          Rua Monsenhor José Jorge Fialho–Edf. Azenha- Fracção A, Lj R/C 2560-016 A DOS CUNHADOS |       Edifício Azenha, Rua Monsenhor José Fialho, 2560-027, A-dos-Cunhados, Torres Vedras, Lisboa |  2560-027 |  1 |  97.17 |  -9.299399959528529 |  39.15176001337903 | 541e52ba-4c8e-35ee-9e87-90e30748672d |
|                                                                            Rua D. Afonso Henriques, 194 - 1º 4810-431 GUIMARÃES |                               Rua Dom Afonso Henriques 194, 4800-866, Gominhães, Guimarães, Braga |  4800-866 |  2 |  97.16 |  -8.270579541121274 | 41.472666251224766 | e30d9b07-01c2-39ed-893e-2792f2ac0836 |
|                                                                               Rua Carlos Vieira Ramos,Nº 42 B/C 2780-001 OEIRAS |                                             Rua Carlos Vieira Ramos 42B, 2780-201, Oeiras, Lisboa |  2780-201 |  1 |  97.16 |  -9.302460024739844 |  38.69789001471264 | 15eeff58-4825-357d-8806-f32075f68930 |
|                                                                     Rua Professor João Manuel Valadares, Nº 5-A 1750-230 LUMIAR |                                                   Rua Prof. Manuel Valadares 5A, 1750-232, Lisboa |  1750-232 |  1 |  97.14 |   -9.16149996647681 |  38.77513000684564 | 04abca15-05eb-3c05-ab1f-c87317ee0cb6 |
|                                                                             Rua Casal do Marco, Nº 73 C e 73 D, 2840-732 SEIXAL |                                  Rua Casal do Marco 73, 2840-732, Casal do Marco, Seixal, Setúbal |  2840-732 |  1 |  97.13 |   -9.10046001388713 |  38.61120001348257 | 84744ece-ecab-32be-badc-9bce5e9532f6 |
|                                                                              Rua D. Afonso Henriques, 2248 4425-57 ÁGUAS SANTAS |                                       Rua Dom Afonso Henriques 2248, 4425-057, Corim, Maia, Porto |  4425-057 | 10 |  97.13 |  -8.574946728743265 |   41.1998779350562 | efe2dfe8-2b2e-33d6-b99b-4cec816cbdcf |
|                                                                    Rua Dr. Queirós Ribeiro, n.º 155, 4590-590 Paços de Ferreira |                                Rua Doutor Queirós Ribeiro 155, 4590-590, Paços de Ferreira, Porto |  4590-590 |  2 |  97.12 |  -8.385965013101416 |  41.27555659641529 | e772d8d9-9676-3223-ba06-7df2c699695d |
|                                                      Rua Professor Francisco Corujo, n.º 162-A , 3830-523 Gafanha da Encarnação |               Rua Professor Francisco Corújo 162, 3830-523, Gafanha da Encarnação, Ílhavo, Aveiro |  3830-523 |  3 |  97.11 |  -8.732054502990923 |  40.62016218514581 | ec8b2b22-ac40-3324-ac3e-1c17dc7085f6 |
|                                                                    Rua Artur Costa, Nº 12 r/c 6440-031 FIGUEIRA CASTELO RODRIGO |                                 Rua Artur Costa 12, 6440-092, Figueira de Castelo Rodrigo, Guarda |  6440-092 |  4 |  97.11 | -6.9644700395709265 | 40.896170018658125 | ea61980c-87b7-3d32-a836-64d3913ab2d4 |
|                                                               Urbanização do Paraíso, E.N.125, Lote 1, R/C Esq., 8700-240 OLHÃO |                                                Urbanização Paraiso, N125 1, 8700-221, Olhão, Faro |  8700-221 |  5 |  97.09 |  -7.837350036873175 |  37.03488999839634 | b3047e5c-4263-33c9-a58e-44a596a3f918 |
|                                                                               Rua Direita das Campinas, n.º 266, 4100-205 Porto |                                                     Rua Direita das Campinas 266, 4100-205, Porto |  4100-205 |  1 |  97.09 |  -8.652850039607301 |  41.16714999134055 | 583b44cd-b68b-3982-9415-3608b5cd8f98 |
|                                                                Largo do Pelourinho, 11 - 3º Esqº 5000-513 VILA REAL (SÃO DINIS) |                                                       Largo do Pelourinho 11, 5000-513, Vila Real |  5000-513 |  2 |  97.08 |  -7.745819989473489 |  41.29606999051575 | c6171a88-6085-30c7-be34-faee5b62c94f |
|                                                        Rua Ângela Adelaide Calheiro Carvalho de Menezes, n.º 275, 4470-135 Maia |                                 Rua Ângela Adl. Calheiro Carv. Menezes 275, 4470-135, Maia, Porto |  4470-135 |  1 |  97.08 |  -8.621670030346905 |  41.22790998836416 | 86fa6e76-0a62-3e36-80b4-316bbe87f099 |
|                                                                                    Rua Sebastião da Gama s/nº 7100-100 ESTREMOZ |                                                  Rua Sebastião da Gama, 7100-100, Estremoz, Évora |  7100-100 |  1 |  97.08 |  -7.580140065314571 |  38.84024530081916 | b8e44c5b-64e9-3d40-be65-fdc30afe99cc |
|                                                                                         Praceta dos Loios, Nº 5 B 2830 BARREIRO |                                       Praceta dos Loios 5B, 2835-342, Lavradio, Barreiro, Setúbal |  2835-342 |  2 |  97.06 |  -9.052409999562627 |  38.66300000746875 | 3345eee1-820b-3da2-9256-c398c79e9ec1 |
|                                                              Praça Dr.Francisco Sá Carneiro, Nº 3 - 1º Porta 3 2750-350 CASCAIS |                                   Praça Doutor Francisco Sá Carneiro 3, 2750-350, Cascais, Lisboa |  2750-350 |  1 |  97.06 |  -9.420400024121818 |  38.70078001110852 | c7f9b57e-fa12-3bf4-b656-4f3c7c51c0e8 |
|                                                                          Rua Joaquim Tim Tim Sitima, N.º 20 A; 2650-224 Brandoa |                                Rua Joaquim Tim Tim Sítima 20A, 2650-224, Brandoa, Amadora, Lisboa |  2650-224 |  1 |  97.05 |  -9.223550022218177 |  38.76786000503594 | 24c4fc92-24d0-3762-8df6-238f8032ba33 |
|                                               Rua Manuel José Cerqueira Afonso dos Santos, Lote 9-Loja Esq 2685-311 Prior Velho |                  Rua José Manuel Cerqueira Afonso Santos 9, 2685-344, Prior Velho, Loures, Lisboa |  2685-344 |  1 |  97.04 |  -9.121019984186177 |  38.79203001912313 | 8512b50d-49f3-34d0-a0d4-2f57f9d16b5a |
|                                                                       Rua S. Francisco Xavier, Nº 57-A 2695 Santa Iria de Azoia |                         Rua S. Francisco Xavier 57, 2690-376, Santa Iria de Azóia, Loures, Lisboa |  2690-376 |  3 |  97.04 |  -9.084921755186961 |  38.84296144784013 | 1d981fc1-2cbb-384a-b201-5528c3d755dd |
|                                                                                          Av. da República, nº24, r/c , Trancoso |                                               Avenida da República 24, 6420-140, Trancoso, Guarda |  6420-140 |  2 |  97.03 |   -7.35264997340397 |  40.78087999987457 | 0a795374-d0d0-3e1b-841c-ad0fcc0c1182 |
|                                                                           Rua José Ferreira Coelho n º 115 4490-097 A VER-O-MAR |                       Rua José Ferreira Coelho 115, 4490-097, A Ver-o-Mar, Póvoa de Varzim, Porto |  4490-097 |  1 |  97.03 |  -8.768509993687502 | 41.403949987797034 | 7efe270a-2ea7-3feb-acde-ff77b81c9cd1 |
|                                                                             Rua Ferreira da Silva nº 1 r/c Esqº 1900-228 LISBOA |                                                         Rua Ferreira da Silva 1, 1900-228, Lisboa |  1900-228 |  1 |  97.02 |  -9.133329982465739 |  38.73544001892927 | 2fdde0bd-dc19-3f42-81c8-7491f04a310d |
|                                                                                   Rua Serpa Pinto, nº 3 –1ºDtº 2070-116 CARTAXO |                                                    Rua Serpa Pinto 3, 2070-116, Cartaxo, Santarém |  2070-116 |  7 |  97.02 |  -8.786966738249188 | 39.160554443350705 | eb22c28c-577a-3596-97ce-fe5c71757611 |
|                                                                                      Rua Palmira, 64 – 1º Esqº 1170 -286 LISBOA |                                                                  Rua Palmira 64, 1170-289, Lisboa |  1170-289 |  2 |  97.01 |   -9.13390003570072 |  38.72507998660444 | 40e8ceb3-f802-3e9c-9dc8-b1e441812c86 |
|                                                                                        Rua do Comércio nº 9 A 2025-031 ALCANEDE |                                                   Rua do Comércio 9, 2025-040, Alcanede, Santarém |  2025-040 |  3 |  97.01 |  -8.821540031964673 |  39.41503999261886 | b24bccbc-3fc4-3a53-87d0-0469765aa6fc |
|                                                                     Rua Cardeal Alpedrinha, n.º 72 A, 2500-843 Caldas da Rainha |               Rua Cardeal Alpedrinha 72A, 2500-843, Bairro dos Arneiros, Caldas da Rainha, Leiria |  2500-843 |  1 |     97 |  -9.148569958819337 |  39.41081999773664 | 7dae2074-337a-32b5-a5fa-ed158afe9c76 |
|                                                                   Rua Cardeal Alpedrinha, n.º 72 - A, 2500-843 CALDAS DA RAINHA |               Rua Cardeal Alpedrinha 72A, 2500-843, Bairro dos Arneiros, Caldas da Rainha, Leiria |  2500-843 |  1 |     97 |  -9.148569958819337 |  39.41081999773664 | fdffe9cb-0ece-3c01-b1fc-e11154efacb4 |
|                                                           Rua Marquês D'Ávila e Bolama, Lote 5, Nº 357 R/C DTº 6200-053 COVILHÃ |                                 Rua Marquês d'Ávila e Bolama 5, 6200-053, Covilhã, Castelo Branco |  6200-053 |  2 |  96.98 |  -7.507068551770723 | 40.278040058579414 | 3da294f2-fdd3-33f3-967f-74271550dd57 |
|                                                                   Rua Nova de Stª Cruz nº 26, Loja 7 4710-409 BRAGA (S. VICTOR) |                                                        Rua Nova de Santa Cruz 26, 4710-409, Braga |  4710-409 |  1 |  96.98 |  -8.399166232819157 |  41.55753857354629 | 773f0fe4-18ab-3ef9-9214-ba928ec1c0dc |
|                                                                  Rua Manuel Sousa Oliveira nº 846 4795-476 CAMPO (SÃO MARTINHO) |             Rua Manuel de Sousa Oliveira 846, 4795-476, São Martinho do Campo, Santo Tirso, Porto |  4795-476 |  1 |  96.97 |   -8.36121229624523 | 41.360798984008994 | a0cc4be9-e889-3baf-aff6-bab08a66ddf5 |
|                                                                          Rua Dr. José Jardim, nº 22-1º 3080-008 FIGUEIRA DA FOZ |                                     Rua Doutor José Jardim 22, 3080-066, Figueira da Foz, Coimbra |  3080-066 |  1 |  96.97 |   -8.85755834655375 | 40.149591353245945 | 96873bbc-38fe-3e2c-86c0-4659b82833c6 |
|                                                                         Rua da Bélgica, nº 2281 R/C, 4400-058 VILA NOVA de GAIA |                                 Rua da Bélgica 2281, 4400-046, Canidelo, Vila Nova de Gaia, Porto |  4400-046 |  9 |  96.97 |   -8.64486996487011 |  41.13003002066631 | 9b19e309-3374-3a82-964b-2ef4fa7abf04 |
|                                                                         Largo Luís de Camões, nº 56 1º 3660-482 S. PEDRO DO SUL |                                        Largo Luís de Camões 56, 3660-436, São Pedro do Sul, Viseu |  3660-436 |  1 |  96.97 |   -8.06326001326704 |  40.76202997973283 | 7e8eb95a-d15b-3608-bfbc-ef3ac2f698f7 |
|                                                                  Rua Arquiteto Paulino Montez, Nº 94, R/C Dtº, 2520-295 PENICHE |                                       Rua Arquitecto Paulino Montez 94, 2520-295, Peniche, Leiria |  2520-295 |  1 |  96.96 |  -9.387740022217741 | 39.361810004041445 | a1e9a87a-f8bd-3d41-991b-b6289a509012 |
|                                                                               Rua José Gomes Ferreira, n.º 314 ; 4150-441 Porto |                                                      Rua José Gomes Ferreira 314, 4150-441, Porto |  4150-441 |  1 |  96.96 |  -8.668050034282743 |  41.16320999393389 | e6a6cc2d-548b-38cb-9dce-833e506d3136 |
|                                                                                   Rua do Comércio nº 48 - Lj Esq 8135-125 LOULÉ |                                               Rua do Comércio 48, 8135-125, Pereiras, Loulé, Faro |  8135-125 |  3 |  96.96 |  -8.037200005742335 |  37.08852001330281 | 2fa8a5b5-71a3-3627-b2ad-c84c2caff36b |
|                                                                           Largo da República nº 16 –1º 2050-158 AVEIRAS DE CIMA |                                Largo da República 16, 2050-158, Aveiras de Cima, Azambuja, Lisboa |  2050-158 |  3 |  96.96 |  -8.899880639876038 | 39.137716767024635 | 11f2e166-17f1-3cc9-be32-86f29e92ebe8 |
|                                                                    Rua General Amílcar Mota, n.º 21 ; 2500-209 Caldas da Rainha |                                      Rua General Amílcar Mota, 2500-209, Caldas da Rainha, Leiria |  2500-209 |  4 |  96.96 |  -9.133847300401449 | 39.398299597608826 | 02713c1f-d2c3-3548-b74e-9251cc0754fc |
|                                                                                 Rua António Amaro Monteiro nº 6 A 2830 BARREIRO |              Rua António Amaro Monteiro 6, 2835-744, Santo António da Charneca, Barreiro, Setúbal |  2835-744 |  1 |  96.95 |  -9.041119995080464 |  38.63482000708339 | a9dbb338-ae7c-3c0b-bd94-0f014191c188 |
|                                                                                                   Roça da Veiga 8650-387 Sagres |                                          Rua Roca do Veiga, 8650-387, Sagres, Vila do Bispo, Faro |  8650-387 |  1 |  96.94 |  -8.938982339932876 |  37.01479585460186 | 19e99ac7-aab8-3008-b595-20656668b8e1 |
|                                                                    Rua de Guilherme Nunes Godinho, Nº 372, Loja 3 2080 ALPIARÇA |           Rua Dr. Guilherme Nunes Godinho 372, 2080-562, Fazendas de Almeirim, Almeirim, Santarém |  2080-562 |  1 |  96.94 |  -8.587063968849934 |  39.17949822181684 | 600f2917-3883-3dfd-8b0e-ea8ed552f378 |
|                                                                           Rua Conde de Ericeira, Nº 21 Subcave 6200-086 COVILHÃ |                                       Rua Conde de Ericeira 21, 6200-086, Covilhã, Castelo Branco |  6200-086 |  1 |  96.93 | -7.4973799602582005 | 40.275900005491394 | fae06809-3d5e-3281-8e7c-300ea5da30d2 |
|                                                        Travessa Conselheiro Veloso da Cruz, n.º 112, 4400-097 Vila Nova de Gaia |                           Travessa Conselheiro Veloso da Cruz, 4400-097, Vila Nova de Gaia, Porto |  4400-097 |  4 |  96.93 |  -8.614384228040535 |  41.12853996719058 | e1cd54dd-d11d-3fc2-ac7c-c7b432498b75 |
|                                                                                 Rua Capitão Silva Pereira, 65/67 3500-209 VISEU |                                                 Avenida Capitão Silva Pereira 65, 3500-209, Viseu |  3500-209 |  1 |  96.92 |  -7.908369986297743 |  40.65865001671884 | 073f7854-037a-3043-a420-a1feb71051e4 |
|                                                                             Rua Dr. Albino Borges Pinho nº 84 r/c 3880-001 OVAR |                                         Rua Dr. Albino Borges de Pinho 84, 3880-276, Ovar, Aveiro |  3880-276 |  1 |  96.92 |  -8.625610027753567 | 40.867400016108235 | d8934337-9da3-39ca-9f58-ee40c61b556c |
|                                                                              Avª da Liberdade nº 72 -1º 2715 -097 PERO PINHEIRO |                                  Avenida da Liberdade 72, 2715-005, Pero Pinheiro, Sintra, Lisboa |  2715-005 |  4 |  96.92 |   -9.32586003529181 |  38.85594999364389 | 41b7040f-7a88-3191-89b6-ecbb72c0a333 |
|                                                                                  Avª Carolina Michaelis, nº 12 cave 2780 OEIRAS |                            Avenida Carolina Michaelis 12, 2795-047, Linda-a-Velha, Oeiras, Lisboa |  2795-047 |  1 |  96.92 |  -9.233560026266417 | 38.712370003905306 | 20a0bb83-15dc-3c6c-a223-4e70480c1800 |
|                                                                                    Rua François Guichard, n.º 8, 4100-012 PORTO |                                                            Rua François Guichard, 4100-012, Porto |  4100-012 |  1 |  96.91 |  -8.641397812852958 | 41.165726001617564 | 7516aea9-ea08-3a33-8266-96468bfe477e |
