
|  address | score |                   x |                  y |
| 4440-367 |   100 |  -8.464840011887645 |  41.20951497983634 |
| 4440-502 |   100 |   -8.50319995940805 | 41.191864996772324 |
| 4445-210 |   100 |   -8.53334002594147 | 41.231684988006805 |
| 4445-256 |   100 |   -8.52879996808656 |   41.2369349930608 |
| 4445-516 |   100 |    -8.5550749714277 |  41.20512998719005 |
| 4445-637 |   100 |  -8.555019986142838 |  41.22150998619452 |
| 4450-031 |   100 |  -8.681755032707827 |  41.18090498781805 |
| 4450-103 |   100 |  -8.671312522455764 |  41.18113000000881 |
| 4450-282 |   100 |  -8.692644968951356 |  41.18237001876457 |
| 4450-664 |   100 |  -8.696224963616714 |  41.20020000319937 |
| 4455-515 |   100 |  -8.685940033144277 | 41.223234981868075 |
| 4460-125 |   100 |  -8.667015036878581 |  41.19419998544936 |
| 4460-284 |   100 |  -8.654397925666615 |  41.17843618205677 |
| 4460-732 |   100 |  -8.640759982467046 |  41.20128001142359 |
| 4460-816 |   100 |  -8.640260001942636 |  41.19049501660777 |
| 4465-040 |   100 |  -8.628459958652229 | 41.180390003686966 |
| 4465-197 |   100 |  -8.619657535394367 |  41.19647001437687 |
| 4470-054 |   100 |  -8.601369982865322 |  41.21749501266413 |
| 4470-135 |   100 |  -8.621304998463643 | 41.227059979563194 |
| 4470-136 |   100 |  -8.624204969324296 |  41.23445499745867 |
| 4470-200 |   100 |   -8.61422497248941 | 41.236580019461314 |
| 4470-650 |   100 |  -8.644490013199174 | 41.256295010101326 |
| 4470-655 |   100 |  -8.666389998358795 |  41.24119501153069 |
| 4475-304 |   100 |  -8.595044998729065 |   41.2115550093406 |
| 4475-634 |   100 |  -8.610755032212865 | 41.267520012924365 |
| 4480-668 |   100 |   -8.74550502223218 |  41.35249998017804 |
| 4480-739 |   100 |  -8.749015028005942 |  41.36540999699645 |
| 4480-755 |   100 |   -8.75164501776527 |  41.35309501148441 |
| 4480-878 |   100 |  -8.731955005196767 |  41.35805001545617 |
| 4485-373 |   100 |   -8.68186500327738 |  41.33839001010108 |
| 4485-575 |   100 |  -8.695445027526205 |  41.29535501417496 |
| 4490-097 |   100 |  -8.768334979549195 | 41.403905018886576 |
| 4490-107 |   100 |  -8.772834971907002 |  41.40413501830966 |
| 4490-410 |   100 |  -8.769099995852002 |  41.38723999326453 |
| 4495-137 |   100 |  -8.743569976065146 |  41.40516498657183 |
| 4500-088 |   100 |  -8.629705006549898 |  41.01277000317941 |
| 4500-190 |   100 |   -8.63382001809481 |  41.00622000685257 |
| 4500-807 |   100 |  -8.641334981024897 | 41.003169999925035 |
| 4505-240 |   100 |  -8.522849990298425 |  40.98632501484195 |
| 4505-525 |   100 |  -8.495705029226599 |   40.9831950026487 |
| 4510-431 |   100 |  -8.509655030681586 |  41.15554000770476 |
| 4510-575 |   100 |  -8.525264984241346 |  41.15952501593148 |
| 4515-463 |   100 |  -8.426189966698246 |   41.0830899798699 |
| 4515-552 |   100 |   -8.40218503419402 |  41.06831498959491 |
| 4520-192 |   100 |  -8.553019980226168 |  40.92611998362753 |
| 4520-707 |   100 |  -8.550344979646695 | 40.906170006332104 |
| 4525-189 |   100 |  -8.467085020834134 |  41.00711498456411 |
| 4535-014 |   100 |  -8.537725018587707 |  40.98931002011034 |
| 4535-201 |   100 |  -8.572660036651712 | 40.994635001288145 |
| 4535-263 |   100 |  -8.552580014128466 |  41.00689500151526 |
| 4535-268 |   100 |  -8.581850039112226 |  40.97404498186626 |
| 4535-404 |   100 |  -8.569520008084055 |  40.97300499722968 |
| 4540-102 |   100 |  -8.248309971880303 |   40.9283550181093 |
| 4540-133 |   100 |  -8.246635016168682 |  40.93202000527282 |
| 4550-060 |   100 |  -8.252808204038445 |  41.03922672618148 |
| 4550-100 |   100 |   -8.26986252715335 | 41.041122503132215 |
| 4560-371 |   100 |  -8.339640027070175 |  41.16910498643722 |
| 4560-465 |   100 |  -8.288210010290186 | 41.205945001545444 |
| 4560-531 |   100 |   -8.29304502731793 |  41.19777998011455 |
| 4560-568 |   100 |   -8.27475998935978 |  41.20565000046304 |
| 4570-477 |   100 |  -8.666039970082238 |  41.43110500715261 |
| 4575-011 |   100 |  -8.253195028869982 | 41.086829985066856 |
| 4575-032 |   100 |  -8.247280003618073 |  41.09006498059733 |
| 4575-049 |   100 |  -8.243500016743099 | 41.098019993443984 |
| 4575-352 |   100 |  -8.296674978126134 |  41.11475999518984 |
| 4575-471 |   100 |  -8.268090006088812 | 41.104079983711244 |
| 4580-059 |   100 |  -8.333061909458138 |  41.20652549024982 |
| 4580-195 |   100 |  -8.329655001093386 |  41.20440499447494 |
| 4580-294 |   100 |  -8.324744966032256 | 41.218610015333866 |
| 4580-416 |   100 |   -8.42519000564937 |   41.2355249893086 |
| 4585-116 |   100 |  -8.435862515324573 |  41.19146249778174 |
| 4585-457 |   100 |  -8.413555002032524 |  41.22153001894327 |
| 4585-588 |   100 |  -8.445872519372813 |  41.14928748512153 |
| 4590-064 |   100 |    -8.3675250263733 | 41.293110005228414 |
| 4590-206 |   100 |  -8.342266496430227 |  41.31536219795953 |
| 4590-384 |   100 |  -8.335840007446507 |  41.28482499685373 |
| 4590-397 |   100 |  -8.338999984943769 |  41.27783000528717 |
| 4590-545 |   100 |   -8.37976344319975 |  41.28068291176157 |
| 4610-171 |   100 |  -8.203620011081739 |  41.35899499122013 |
| 4610-250 |   100 |  -8.214150028402969 |  41.37058498401689 |
| 4615-594 |   100 |  -8.146034995161813 | 41.327519980877526 |
| 4615-623 |   100 |  -8.144334977559822 |  41.32030999349456 |
| 4620-131 |   100 |  -8.284609982876418 |  41.27023998241418 |
| 4620-141 |   100 |  -8.288760030776587 | 41.278695017694815 |
| 4620-268 |   100 |  -8.314960016084285 |  41.33612501031547 |
| 4620-596 |   100 |  -8.288049999758641 |  41.35787500131789 |
| 4630-203 |   100 |  -8.149094976554238 |  41.17146499509522 |
| 4630-296 |   100 |  -8.146055027910506 |  41.18380998782072 |
| 4640-147 |   100 |  -8.034289976597904 | 41.164185018820774 |
| 4640-264 |   100 |  -8.053169962043512 |  41.12627501186279 |
| 4660-055 |   100 |  -7.959624988939424 |  41.10075500845028 |
| 4660-226 |   100 |  -7.958080036546107 | 41.106654988185824 |
| 4690-058 |   100 |  -8.101268339949343 |  41.07912026861652 |
| 4690-666 |   100 |  -8.230097772660656 |  41.06897091542788 |
| 4700-204 |   100 |  -8.431565029747503 | 41.550034993118686 |
| 4700-206 |   100 |  -8.433714987912083 |  41.54729000364773 |
| 4700-213 |   100 |  -8.439026599954332 | 41.564327688684955 |
| 4700-284 |   100 |  -8.436710009554758 |   41.5585100192385 |
| 4700-357 |   100 |  -8.418974992082894 |  41.55787999348621 |
| 4705-267 |   100 |  -8.454059962394695 |  41.53154501762788 |
| 4705-671 |   100 |   -8.49208002374138 |  41.50637998781468 |
| 4710-057 |   100 |   -8.39299000259166 | 41.563160005753616 |
| 4710-093 |   100 |  -8.386914966808092 |   41.5654649872173 |
| 4710-249 |   100 |     -8.421802459481 |  41.54931000040358 |
| 4710-250 |   100 |  -8.420407459335536 |  41.54687250105064 |
| 4710-412 |   100 |  -8.408755021360037 |  41.56109998540995 |
| 4715-249 |   100 |  -8.402915014141627 |  41.54128998589772 |
| 4720-022 |   100 |  -8.353684995488152 |  41.63146501483004 |
| 4720-343 |   100 |   -8.36279997991528 |   41.6272599816449 |
| 4740-049 |   100 |  -8.771495040865375 |   41.4869050129721 |
| 4740-227 |   100 |  -8.784169987209225 |  41.54061000400259 |
| 4740-291 |   100 |  -8.778095035244746 |   41.5349800053682 |
| 4740-444 |   100 |  -8.744645038966382 |  41.61297499742966 |
| 4740-571 |   100 |  -8.776095029328019 |  41.53447000846944 |
| 4745-524 |   100 |  -8.558695031590105 |  41.28067499086296 |
| 4745-615 |   100 |  -8.551995041105897 |  41.27678000427642 |
| 4750-106 |   100 |   -8.61224499932132 |  41.53547001142772 |
| 4750-132 |   100 |  -8.614529989945936 |  41.54156000890845 |
| 4750-324 |   100 |  -8.617930025149974 |  41.53609999527043 |
| 4750-367 |   100 |  -8.615499105591084 | 41.596309762260205 |
| 4750-732 |   100 |  -8.594630010702929 | 41.539195013017945 |
| 4750-800 |   100 |  -8.629714981014672 | 41.531144991298845 |
| 4755-058 |   100 |  -8.624669997312424 |    41.524139983358 |
| 4755-065 |   100 |  -8.633349960964779 |  41.51850998472361 |
| 4755-266 |   100 |   -8.63238998159403 | 41.437084992154155 |
| 4755-304 |   100 |  -8.506494969365406 | 41.532650003923436 |
| 4755-520 |   100 |  -8.578069968418276 |  41.50929999142386 |
| 4760-053 |   100 |  -8.515465030686642 | 41.405070019608786 |
| 4760-093 |   100 |  -8.517424971106152 |  41.41495002033889 |
| 4760-105 |   100 |  -8.518274979907233 |  41.40914002033389 |
| 4760-143 |   100 |  -8.522834986691691 |  41.40893001174982 |
| 4760-175 |   100 |  -8.511840025201366 |  41.42973498507865 |
| 4760-282 |   100 |  -8.526825024060372 | 41.404240001647054 |
| 4760-624 |   100 |  -8.527969992034059 |  41.35229500073592 |
| 4760-713 |   100 |  -8.556765014564974 |  41.35498001768957 |
| 4760-859 |   100 |  -8.533585028971345 |  41.39896501852155 |
| 4765-080 |   100 |   -8.43125003782626 |  41.38283500977917 |
| 4765-220 |   100 |    -8.3932200020148 |  41.38700001937667 |
| 4765-550 |   100 |   -8.36040501872094 |  41.40780499270551 |
| 4770-260 |   100 |   -8.40901997331946 | 41.438590004778746 |
| 4775-269 |   100 |  -8.566064987595212 |  41.45525000125889 |
| 4780-468 |   100 |   -8.47550003252718 |  41.33573500036067 |
| 4785-187 |   100 |  -8.564609973023039 |  41.33685000303058 |
| 4785-313 |   100 |  -8.563740015292353 | 41.335170018177166 |
| 4785-321 |   100 |  -8.553400015716193 |   41.3375050068542 |
| 4795-476 |   100 |  -8.358050039204784 |  41.36291998502014 |
| 4800-073 |   100 |  -8.297950033237214 | 41.448535007167834 |
| 4800-411 |   100 |  -8.292930027606417 |  41.44200001444767 |
| 4805-081 |   100 |  -8.347735017699904 | 41.484039994647844 |
| 4805-158 |   100 |  -8.344749970522116 |  41.49162000114637 |
| 4805-437 |   100 |  -8.379944995222502 |  41.44273498162761 |
| 4810-008 |   100 |  -8.279429966713906 |  41.45129998747797 |
| 4810-261 |   100 |  -8.286764970182787 |  41.44713501979004 |
| 4810-431 |   100 |  -8.295545013759067 |  41.43805000066675 |
| 4810-517 |   100 |  -8.299430025880838 |  41.42130501168856 |
| 4815-301 |   100 |   -8.35530496591474 | 41.375565007969556 |
| 4815-474 |   100 |  -8.314999997762413 |  41.38259000674941 |
| 4815-514 |   100 |  -8.308980031082854 |  41.37643999484203 |
| 4820-179 |   100 |  -8.163010025472886 | 41.458755019800265 |
| 4820-362 |   100 |   -8.17508499518732 | 41.445879997427596 |
| 4830-508 |   100 |  -8.260234989347055 | 41.572460020693256 |
| 4830-520 |   100 |  -8.269355002916086 |  41.57568499984956 |
| 4840-100 |   100 |   -8.30416999212656 | 41.718335017430775 |
| 4850-536 |   100 |  -8.139529967745545 |  41.63327001576931 |
| 4850-537 |   100 |  -8.141061425274756 |  41.63598608767427 |
| 4860-069 |   100 | -7.9633899722077786 | 41.490040012397856 |
| 4860-351 |   100 |  -7.991545036431148 |  41.51479001227534 |
| 4860-407 |   100 |  -7.998345023020306 |  41.51512998226809 |
| 4870-163 |   100 |  -7.790480026877731 |  41.52664998617337 |
| 4880-183 |   100 |  -7.956837754676485 | 41.404762780947976 |
| 4880-239 |   100 | -7.9555979035587825 |  41.41191044888086 |
| 4890-228 |   100 |  -7.995800863949512 | 41.392573523983685 |
| 4890-296 |   100 |  -7.996343843637135 | 41.397257541025624 |
| 4900-355 |   100 |  -8.840399984661587 | 41.693880018635696 |
| 4900-422 |   100 |  -8.823635004844334 |  41.70322998971841 |
| 4900-509 |   100 |  -8.825299064081662 | 41.693400406135936 |
| 4900-532 |   100 |  -8.828849973542958 |  41.69395998199201 |
| 4905-353 |   100 |  -8.702560006036663 |   41.6478800082802 |
| 4910-105 |   100 |  -8.836029995622084 |  41.87591500667662 |
| 4910-388 |   100 |  -8.870959984544186 |  41.82221999011114 |
| 4910-524 |   100 |  -8.858749982369432 |  41.81311498014861 |
| 4920-011 |   100 |  -8.688025031559164 |  41.97114000654369 |
| 4920-279 |   100 |  -8.742389971736088 | 41.943819989424185 |
| 4930-673 |   100 |  -8.638444984629018 | 42.027289998730396 |
| 4930-697 |   100 |  -8.645172467755742 |  42.02582748235483 |
| 4940-531 |   100 |  -8.561044981964415 | 41.909354986580865 |
| 4940-542 |   100 |  -8.564776102343899 | 41.914245910902764 |
| 4950-275 |   100 |  -8.486894559341806 |  42.07286659724679 |
| 4950-454 |   100 |  -8.483009966315194 |  42.07756000202039 |
| 4950-457 |   100 |   -8.48234997525924 |  42.07728000454489 |
| 4960-570 |   100 |  -8.260319981845157 |  42.10905500320217 |
| 4970-459 |   100 |  -8.421574974628868 | 41.847225009392616 |
| 4970-592 |   100 |  -8.415724992945627 |    41.842855020353 |
| 4970-595 |   100 |  -8.417470021367762 |  41.83833998247911 |
| 4980-625 |   100 |  -8.416365035072147 |  41.80542001584803 |
| 4990-029 |   100 |  -8.580644972892628 | 41.765865018482316 |
| 4990-072 |   100 |  -8.590094981989807 |  41.76157499279901 |
| 4990-144 |   100 |  -8.581720035794092 |  41.76160500001242 |
| 4990-343 |   100 |   -8.58587997434006 |  41.74873001954933 |
| 4990-450 |   100 |  -8.584859980542547 |  41.65044000914804 |
| 5000-414 |   100 |  -7.731440583118911 |  41.30793960360256 |
| 5000-448 |   100 |  -7.743229981392233 |  41.30859498461177 |
| 5000-607 |   100 |  -7.742784986152628 |  41.30246500545303 |
| 5040-319 |   100 |  -7.882599992622829 | 41.168844979800724 |
| 5050-067 |   100 |  -7.797475647086969 |  41.16700083537353 |
| 5050-078 |   100 |   -7.79813999673263 | 41.163769988885065 |
| 5050-223 |   100 |  -7.792363859616387 |  41.16334921734568 |
| 5050-224 |   100 |  -7.790410037986135 | 41.164374994656214 |
| 5060-361 |   100 |  -7.580950384764435 | 41.262831218197505 |
| 5070-011 |   100 |  -7.477315025160635 | 41.272120001386895 |
| 5070-059 |   100 |  -7.477549969906704 |  41.27537000052422 |
| 5090-135 |   100 | -7.4538049602200545 |  41.40584501037654 |
| 5090-136 |   100 |  -7.452024979261694 |  41.41308001774041 |
| 5100-118 |   100 |  -7.811420032666717 | 41.097444994886246 |
| 5100-160 |   100 |  -7.805919995441059 |  41.09929001941316 |
| 5100-187 |   100 |  -7.814387310209838 | 41.097102929417645 |
| 5100-344 |   100 |  -7.792750013895613 |  41.06268000372819 |
| 5110-122 |   100 |  -7.690194997792162 |  41.10617499850048 |
| 5120-415 |   100 |  -7.564629981091571 |  41.11488999850815 |
| 5130-359 |   100 | -7.4035950132662265 |  41.14666998439782 |
| 5140-060 |   100 |  -7.307309996014169 |  41.24269499501332 |
| 5140-080 |   100 | -7.3055499639853565 | 41.241729986500786 |
| 5150-566 |   100 |  -7.149084977409416 | 41.077235010954155 |
| 5200-289 |   100 |  -6.704630035303808 | 41.346274992146675 |
| 5210-003 |   100 |  -6.279969963375493 |  41.50052501889911 |
| 5230-302 |   100 |  -6.531648508520618 |  41.58748764152989 |
| 5320-321 |   100 | -7.0074599827673865 |  41.83362000707251 |
| 5340-214 |   100 |   -6.96094503019043 | 41.543359980705816 |
| 5340-262 |   100 |  -6.959545000903063 |  41.53725497961858 |
| 5340-271 |   100 |  -6.965130030626938 |  41.53761498235997 |
| 5350-016 |   100 |  -6.960607239492447 | 41.343082325227215 |
| 5360-302 |   100 |  -7.149499965435552 | 41.307869991896666 |
| 5360-377 |   100 |  -7.151710021845872 |  41.30612999261655 |
| 5370-198 |   100 |   -7.18172310254613 | 41.491672890955556 |
| 5370-204 |   100 |  -7.180119979744802 |  41.48366498829972 |
| 5370-212 |   100 | -7.1855299953303415 |  41.48004501195635 |
| 5400-017 |   100 |   -7.46533996773195 |  41.74558999098173 |
| 5400-040 |   100 |   -7.46971498591347 | 41.744070016659805 |
| 5400-416 |   100 |   -7.47412001130823 |  41.74798000685314 |
| 5400-482 |   100 |  -7.477690031508757 | 41.742174994080415 |
| 5430-420 |   100 |  -7.314345011168314 | 41.606099992807174 |
| 5430-426 |   100 |  -7.311540007270651 |  41.60223501343398 |
| 5430-469 |   100 |  -7.313410009869017 |  41.61948999931093 |
| 5445-101 |   100 |  -7.421701349048703 | 41.585263377793694 |
| 5450-011 |   100 |  -7.642389986497506 |  41.50120500079424 |
| 5450-016 |   100 |  -7.642925003377172 | 41.500530006131385 |
| 5450-156 |   100 | -7.6023949811246325 | 41.542929989072945 |
| 6000-076 |   100 |  -7.499810041626745 | 39.819470005957214 |
| 6000-086 |   100 |  -7.494915010172349 |  39.82116499441736 |
| 6040-100 |   100 |   -7.93566003811344 |  39.46562000059782 |
| 6060-101 |   100 |  -7.241560000573088 | 39.926534988883304 |
| 6090-522 |   100 |  -7.171555015804074 |  40.16754999298962 |
| 6100-205 |   100 |  -8.180419573644315 |  39.81933007008365 |
| 6100-266 |   100 |  -8.190069994046326 |  39.81389000537524 |
| 6100-707 |   100 |  -8.101676790091005 | 39.793961485751936 |
| 6100-758 |   100 |  -8.100284975068746 | 39.806240009985004 |
| 6150-422 |   100 |  -7.924985013867172 |  39.74884501181026 |
| 6160-418 |   100 |   -7.91588503304672 |   39.9190199840437 |
| 6200-638 |   100 |  -7.462624985474463 |  40.30754998806293 |
| 6200-759 |   100 |  -7.526385033282622 |  40.24294998973755 |
| 6215-460 |   100 |  -7.633550012313549 | 40.196760003546615 |
| 6230-287 |   100 |  -7.503905020423076 | 40.139035009843894 |
| 6230-329 |   100 |  -7.499729994451457 |  40.13219001243465 |
| 6250-088 |   100 |  -7.348294987970974 |  40.36096999438524 |
| 6270-133 |   100 |   -7.77725003090552 | 40.474065002274756 |
| 6270-479 |   100 |  -7.706929970396118 |  40.41590498779709 |
| 6270-485 |   100 |  -7.714579965786356 |  40.42548500021246 |
| 6290-333 |   100 |  -7.604857835734663 |   40.5021199446648 |
| 6290-512 |   100 |  -7.593240015019319 |  40.49397499789211 |
| 6300-575 |   100 |  -7.257199961346146 |  40.53899998336061 |
| 6320-380 |   100 |  -7.088330009527624 |  40.35165501774844 |
| 6355-201 |   100 |  -6.835864990407572 |  40.61584502021583 |
| 6360-350 |   100 |  -7.393504962042698 |  40.63520998257928 |
| 6370-103 |   100 | -7.5406050158387075 | 40.621439982495076 |
| 6370-147 |   100 |  -7.520495572835387 |  40.61580847511806 |
| 6400-337 |   100 | -7.0725749652238505 |  40.77293001616988 |
| 6400-370 |   100 |  -7.066174963054323 |  40.77378501220329 |
| 6420-018 |   100 |   -7.35372503630515 |  40.76978500036989 |
| 6440-031 |   100 |   -6.96402998965425 | 40.882980004364185 |
| 7000-292 |   100 |  -7.919544991068335 |  38.56983498603563 |
| 7000-601 |   100 |  -7.908494960474002 |  38.57358999483927 |
| 7005-190 |   100 |  -7.901155011682306 | 38.565955003055706 |
| 7005-610 |   100 |  -7.920485021509421 | 38.564709997067666 |
| 7040-026 |   100 |  -7.984114982180358 |  38.72363000117423 |
| 7050-205 |   100 |  -8.214680016140733 | 38.647805000025755 |
| 7080-075 |   100 |  -8.462909994862457 |  38.67477498886865 |
| 7080-164 |   100 |  -8.466414971494316 | 38.675715019309905 |
| 7090-270 |   100 |  -8.007290022451059 | 38.335815015405444 |
| 7100-100 |   100 |  -7.580374967111425 |  38.83965498713758 |
| 7100-125 |   100 |  -7.590870031896429 |  38.85033499861618 |
| 7100-500 |   100 |   -7.58336495961214 |  38.84568999933356 |
| 7150-105 |   100 |   -7.45340003047761 |  38.80707499049947 |
| 7160-231 |   100 |  -7.415120381589475 |  38.77098586818721 |
| 7170-079 |   100 |  -7.547440038783122 |  38.65016999591626 |
| 7200-291 |   100 |  -7.531260031988495 | 38.424280010361485 |
| 7200-390 |   100 |  -7.537129962601284 |  38.42494000141738 |
| 7220-426 |   100 |  -7.699965027952544 |  38.30484501472915 |
| 7300-061 |   100 |  -7.436960017046374 |  39.26630001946654 |
| 7300-189 |   100 |   -7.43283997635956 |  39.29065498024727 |
| 7300-205 |   100 |  -7.432605031613548 |  39.29263998255732 |
| 7350-091 |   100 |  -7.170984962569037 |  38.87541000678931 |
| 7350-154 |   100 |   -7.18224495983776 |  38.87708999164272 |
| 7370-099 |   100 |   -7.06536996507333 | 39.015214996885106 |
| 7400-293 |   100 |  -8.016369970522987 | 39.251309991465575 |
| 7430-131 |   100 |  -7.643784986643027 |  39.29117000628793 |
| 7480-107 |   100 |  -7.895750025238726 | 39.053585002689545 |
| 7490-245 |   100 |  -8.165129976423941 |  38.94465001716503 |
| 7500-190 |   100 |  -8.791774971779319 |  38.06225999633887 |
| 7520-124 |   100 |  -8.861270001559205 |  37.95780999956554 |
| 7520-246 |   100 |  -8.863319963618778 |  37.95784000677878 |
| 7540-113 |   100 |  -8.693865122596662 |  38.00942789670523 |
| 7540-201 |   100 |   -8.69300002636993 |  38.01835001354027 |
| 7555-101 |   100 |  -8.674179971531998 |  37.80041499892275 |
| 7570-239 |   100 |  -8.566920025538082 | 38.178264991463266 |
| 7570-270 |   100 |  -8.563994992786945 | 38.175804986700314 |
| 7580-033 |   100 |   -8.50447501451913 |  38.37110001983643 |
| 7580-142 |   100 |  -8.514525000245555 |  38.37100501096404 |
| 7600-010 |   100 |  -8.162090279237361 |  37.87801390414978 |
| 7600-088 |   100 |  -8.166720023456378 | 37.878370009306195 |
| 7630-614 |   100 |  -8.712104982096776 |  37.51238501980549 |
| 7630-623 |   100 |  -8.703310018732793 |  37.51112999744305 |
| 7645-301 |   100 |  -8.781430026880173 | 37.729920008094155 |
| 7670-261 |   100 |  -8.226179987297428 |  37.64966500347941 |
| 7700-058 |   100 |  -8.059195041684063 | 37.513195005018815 |
| 7750-337 |   100 |  -7.662944843835646 |  37.64003956114874 |
| 7780-160 |   100 |   -8.08782996986423 |  37.70162999522961 |
| 7800-323 |   100 |  -7.872995002136065 |  38.02031498310174 |
| 7800-451 |   100 |  -7.863454971398937 |  38.01274998020972 |
| 7800-453 |   100 |  -7.856724973701148 |  38.00693998020472 |
| 7830-320 |   100 |  -7.601849989780135 |  37.93934998937863 |
| 7860-154 |   100 |  -7.446640025566637 | 38.143115019492484 |
| 7860-244 |   100 |  -7.450014998880192 |  38.14145498356845 |
| 7900-116 |   100 |  -8.121349452119944 |  38.06508763137521 |
| 7960-263 |   100 |   -7.80624496182719 |  38.21134999776797 |
| 8000-076 |   100 |  -7.926069967414264 |  37.01765999059097 |
| 8000-123 |   100 | -7.9230799749135485 |  37.02373498446474 |
| 8000-145 |   100 |  -7.934320023252724 |  37.01875500242164 |
| 8000-359 |   100 | -7.9401750340779245 |  37.02046000725625 |
| 8005-147 |   100 |  -7.939979987191009 |  37.02639498143748 |
| 8100-570 |   100 |  -8.022024989138345 |  37.13653499127207 |
| 8100-611 |   100 |   -8.01992498711678 |  37.13922499545822 |
| 8100-712 |   100 |  -8.029305007322364 |   37.1412149850006 |
| 8125-116 |   100 |   -8.09759497088271 |  37.07202501458676 |
| 8150-141 |   100 |  -7.884279977476297 | 37.152710010834426 |
| 8200-131 |   100 |  -8.247559959184173 | 37.097190002490436 |
| 8200-171 |   100 |  -8.257399978235924 |  37.08490498228235 |
| 8200-276 |   100 |  -8.232615025822383 |  37.09141499693112 |
| 8200-360 |   100 |   -8.22732503909026 |  37.09962000004009 |
| 8300-108 |   100 |  -8.440135944839653 | 37.186505341523684 |
| 8365-062 |   100 |  -8.304480038725046 | 37.164794996923206 |
| 8365-149 |   100 |  -8.358684968370255 | 37.101160007110366 |
| 8375-121 |   100 |  -8.280439986046645 |   37.2562299935409 |
| 8400-338 |   100 |  -8.455250025007501 |  37.13588501659035 |
| 8400-431 |   100 |  -8.447158470958016 |  37.13125732593761 |
| 8500-536 |   100 |  -8.539450014261206 |  37.14363002085298 |
| 8600-546 |   100 |  -8.686185036174095 |  37.10050001605447 |
| 8600-620 |   100 |  -8.675165012793173 | 37.096265017565486 |
| 8600-707 |   100 |  -8.681365022753084 | 37.109209986920234 |
| 8600-775 |   100 |  -8.681444986109284 |  37.10613001468886 |
| 8650-387 |   100 |  -8.938342020352536 |  37.01413565176273 |
| 8670-130 |   100 |  -8.794790026170517 |  37.31588500426892 |
| 8800-362 |   100 |  -7.646109958945715 |  37.12352502025834 |
| 8800-418 |   100 |  -7.651289975108284 |  37.12066498916636 |
| 8900-282 |   100 |  -7.427894988762205 |  37.19438500106082 |
| 8900-401 |   100 |  -7.467141909276677 | 37.182002205952074 |
| 8950-121 |   100 |  -7.445315014312655 |  37.21757999026107 |
